"","Vol","Page","Area","Witness","Location","Url","header"
"396",2,"1434","Orkney, Sanday","William Muir","Sanday","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-william-muir.html","Sanday, Orkney, 20 July 1883 - William Muir"
"397",2,"1445","Orkney, Sanday","James Cooper, David Cooper","Rothiesholm, Stronsay","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-cooper.html","Sanday, Orkney, 20 July 1883 - James Cooper"
"398",2,"1450","Orkney, Sanday","William Gray","Eday","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-william-gray.html","Sanday, Orkney, 20 July 1883 - William Gray"
"399",2,"1457","Orkney, Sanday","John Maxwell, David Smith","Housebay, Stronsay","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-john-maxwell.html","Sanday, Orkney, 20 July 1883 - John Maxwell"
"400",2,"1462","Orkney, Sanday","James Twatt","Rothiesholm, Stronsay","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-twatt.html","Sanday, Orkney, 20 July 1883 - James Twatt"
"401",2,"1467","Orkney, Sanday","James Brims","Thurso","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-brims.html","Sanday, Orkney, 20 July 1883 - James Brims"
"402",2,"1477","Orkney, Sanday","John Hay","Cross","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-john-hay.html","Sanday, Orkney, 20 July 1883 - John Hay"
"403",2,"1480","Orkney, Sanday","Walter Traill Denison","West Park, Cross","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-walter.html","Sanday, Orkney, 20 July 1883 - Walter Traill Denison"
"404",2,"1487","Orkney, Sanday","David Wallace","Bratsfold, Burness","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-david.html","Sanday, Orkney, 20 July 1883 - David Wallace"
"405",2,"1492","Orkney, Sanday","Rev Matthew Armour","Sanday","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-rev-matthew.html","Sanday, Orkney, 20 July 1883 - Rev Matthew Armour"
"406",2,"1497","Orkney, Sanday","James Guthrie","Levasgarth, Lady Parish","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james.html","Sanday, Orkney, 20 July 1883 - James Guthrie"
"407",2,"1499","Orkney, Sanday","Adam Hoon","Carrick, Eday","http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-adam-hoon.html","Sanday, Orkney, 20 July 1883 - Adam Hoon"
"408",2,"1502","Orkney, Harray","Peter Smith","Garth","http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883.html","Harray, Orkney, 21 July 1883 - Peter Smith"
"409",2,"1509","Orkney, Harray","David Isbister","Hybrock, Harray","http://napier-orkney.blogspot.com/2010/10/harray-orkney-21-july-1883-david.html","Harray, Orkney, 21 July 1883 - David Isbister"
"410",2,"1512","Orkney, Harray","Rev David Johnston","Harray and Birsay","http://napier-orkney.blogspot.com/2010/10/harray-and-birsay-orkney-21-july-1883.html","Harray and Birsay, Orkney, 21 July 1883 - Rev David Johnston"
"411",2,"1517","Orkney, Birsay","William Davidson","Meadow Bank, Sandwick","http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-william.html","Birsay, Orkney, 21 July 1883 - William Davidson"
"412",2,"1521","Orkney, Birsay","Donald Stephen","Northtown, Birsay","http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-donald.html","Birsay, Orkney, 21 July 1883 - Donald Stephen"
"413",2,"1526","Orkney, Birsay","Andrew Gold","Graham Bank, Kirkwall","http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-andrew-gold.html","Birsay, Orkney, 21 July 1883 - Andrew Gold"
"414",2,"1533","Orkney, Kirkwall","Rev Archibald Maccallum","Rousay","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-rev.html","Kirkwall, Orkney, 23 July 1883 - Rev Archibald Maccallum"
"415",2,"1548","Orkney, Kirkwall","George Leonard","Triblo","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-george.html","Kirkwall, Orkney, 23 July 1883 - George Leonard"
"416",2,"1554","Orkney, Kirkwall","Georgina Inkster","Hammer, Rousay","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-georgina.html","Kirkwall, Orkney, 23 July 1883 - Georgina Inkster"
"417",2,"1557","Orkney, Kirkwall","James Leonard","Digro, Rousay","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-james.html","Kirkwall, Orkney, 23 July 1883 - James Leonard"
"418",2,"1563","Orkney, Kirkwall","William T. Norquay","South Ronaldsway","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-william-t.html","Kirkwall, Orkney, 23 July 1883 - William T. Norquay"
"419",2,"1569","Orkney, Kirkwall","Frederick William Traill Burroughs","Rousay","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-frederick.html","Kirkwall, Orkney, 23 July 1883 - Frederick William Traill Burroughs"
"420",2,"1583","Orkney, Kirkwall","Alexander Wilson","West Puldrite, Rendall","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-alexander.html","Kirkwall, Orkney, 23 July 1883 - Alexander Wilson"
"421",2,"1584","Orkney, Kirkwall","John Brown","Kelton, St Ola","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-john-brown.html","Kirkwall, Orkney, 23 July 1883 - John Brown"
"422",2,"1588","Orkney, Kirkwall","Benjamin Swanson","North Ronaldsay and Sanday","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-benjamin.html","Kirkwall, Orkney, 23 July 1883 - Benjamin Swanson"
"423",2,"1592","Orkney, Kirkwall","John Campbell Mellis","Orkney","http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-john.html","Kirkwall, Orkney, 23 July 1883 - John Campbell Mellis"
"424",2,"1594","Sutherland, Bettyhill","Rev James Cumming","Melness","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-rev.html","Bettyhill, Sutherland, 24 July 1883 - Rev James Cumming"
"425",2,"1602","Sutherland, Bettyhill","Donald Macleod","Achintighalavin, West Strathan","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883.html","Bettyhill, Sutherland, 24 July 1883 - Donald Macleod"
"426",2,"1605","Sutherland, Bettyhill","William Mackenzie","Trantlemore, Strath Halladale","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883_18.html","Bettyhill, Sutherland, 24 July 1883 - William Mackenzie"
"427",2,"1610","Sutherland, Bettyhill","Adam Gunn","Strathy West","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-adam.html","Bettyhill, Sutherland, 24 July 1883 - Adam Gunn"
"428",2,"1614","Sutherland, Bettyhill","Angus Mackay","Strathy Point","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-angus.html","Bettyhill, Sutherland, 24 July 1883 - Angus Mackay"
"429",2,"1618","Sutherland, Bettyhill","John Mackay","Melvich","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-john.html","Bettyhill, Sutherland, 24 July 1883 - John Mackay"
"430",2,"1623","Sutherland, Bettyhill","Hector Munro","Scullomie, Tongue","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883_3830.html","Bettyhill, Sutherland, 24 July 1883 - Hector Munro"
"431",2,"1625","Sutherland, Bettyhill","Rev John Ross Macneill","Tongue","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-rev_18.html","Bettyhill, Sutherland, 24 July 1883 - Rev John Ross Macneill"
"432",2,"1630","Sutherland, Bettyhill","Peter Mckay","Strathtongue","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-peter.html","Bettyhill, Sutherland, 25 July 1883 - Peter Mckay"
"433",2,"1635","Sutherland, Bettyhill","Rev Thomson Kackay","Tongue","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev.html","Bettyhill, Sutherland, 25 July 1883 - Rev Thomson Mackay"
"434",2,"1641","Sutherland, Bettyhill","Rev John Stuart Mackay","Altnaharra, Strathnaver","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev_19.html","Bettyhill, Sutherland, 25 July 1883 - Rev John Stuart Mackay"
"435",2,"1644","Sutherland, Bettyhill","Angus Mackay","Cattlefield, Farr","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-angus.html","Bettyhill, Sutherland, 25 July 1883 - Angus Mackay"
"436",2,"1648","Sutherland, Bettyhill","Rev Donald Mackenzie","Farr","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev_6787.html","Bettyhill, Sutherland, 25 July 1883 - Rev Donald Mackenzie"
"437",2,"1654","Sutherland, Bettyhill","Hew Morrison","Brechin","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-hew.html","Bettyhill, Sutherland, 25 July 1883 - Hew Morrison"
"438",2,"1657","Sutherland, Bettyhill","Ewan Robertson","Tongue Village","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-ewan.html","Bettyhill, Sutherland, 25 July 1883 - Ewan Robertson"
"439",2,"1659","Sutherland, Bettyhill","John Mackay","Hereford","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-john.html","Bettyhill, Sutherland, 25 July 1883 - John Mackay"
"440",2,"1660","Sutherland, Bettyhill","Alexander Machardy","Farr","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883.html","Bettyhill, Sutherland, 25 July 1883 - Alexander Machardy"
"441",2,"1661","Sutherland, Bettyhill","Ann Murray","Cattlefield","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-ann.html","Bettyhill, Sutherland, 25 July 1883 - Ann Murray"
"442",2,"1662","Sutherland, Bettyhill","James Murray","Cattlefield","http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-james.html","Bettyhill, Sutherland, 25 July 1883 - James Murray"
"443",2,"1663","Sutherland, Kinlochbervie","Alexander Morrison","Sangobeg","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_21.html","Kinlochbervie, Sutherland, 26 July 1883 - Alexander Morrison"
"444",2,"1666","Sutherland, Kinlochbervie","Rev James Ross","Durness","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9406.html","Kinlochbervie, Sutherland, 26 July 1883 - Rev James Ross"
"445",2,"1676","Sutherland, Kinlochbervie","Donald Mackay","Laid, Port-na-Con","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_27.html","Kinlochbervie, Sutherland, 26 July 1883 - Donald Mackay"
"446",2,"1681","Sutherland, Kinlochbervie","Angus Macaskill","Tarbert","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_3484.html","Kinlochbervie, Sutherland, 26 July 1883 - Angus Macaskill"
"447",2,"1684","Sutherland, Kinlochbervie","Alexander Ross","Foindale, Scourie","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9383.html","Kinlochbervie, Sutherland, 26 July 1883 - Alexander Ross"
"448",2,"1690","Sutherland, Kinlochbervie","Colin Morison","Oldshoremore","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_8038.html","Kinlochbervie, Sutherland, 26 July 1883 - Colin Morison"
"449",2,"1692","Sutherland, Kinlochbervie","John Ross","Achresgil","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_5978.html","Kinlochbervie, Sutherland, 26 July 1883 - John Ross"
"450",2,"1694","Sutherland, Kinlochbervie","William Hugh Mackay","Insheigra","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_7392.html","Kinlochbervie, Sutherland, 26 July 1883 - William Hugh Mackay"
"451",2,"1695","Sutherland, Kinlochbervie","Rev Duncan Finlayson","Kinlochbervie, Eddriachillis","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_4900.html","Kinlochbervie, Sutherland, 26 July 1883 - Rev Duncan Finlayson"
"452",3,"1700","Sutherland, Kinlochbervie","Evander Mciver","Scourie","http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9298.html","Kinlochbervie, Sutherland, 26 July 1883 - Evander Mciver"
"453",3,"1714","Sutherland, Lochinver","Rev Norman Nicolson Mackay","","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-rev.html","Lochinver, Sutherland, 27 July 1883 - Rev Norman Nicolson Mackay"
"454",3,"1729","Sutherland, Lochinver","William Mathieson","Clashmore","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883.html","Lochinver, Sutherland, 27 July 1883 - William Mathieson"
"455",3,"1731","Sutherland, Lochinver","Kenneth Campbell","Balacladich","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_06.html","Lochinver, Sutherland, 27 July 1883 - Kenneth Campbell"
"456",3,"1734","Sutherland, Lochinver","William Mackenzie","Clashnessie","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_2764.html","Lochinver, Sutherland, 27 July 1883 - William Mackenzie"
"457",3,"1739","Sutherland, Lochinver","Hugh Mackay","Greenock","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-hugh.html","Lochinver, Sutherland, 27 July 1883 - Hugh Mackay"
"458",3,"1750","Sutherland, Lochinver","Rev David Williamson","Assynt","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-rev_06.html","Lochinver, Sutherland, 27 July 1883 - Rev David Williamson"
"459",3,"1752","Sutherland, Lochinver","Alexander Mcleod","Unapool","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_9585.html","Lochinver, Sutherland, 27 July 1883 - Alexander Mcleod"
"460",3,"1754","Sutherland, Lochinver","Murdoch Macdonald","Knockan","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_7484.html","Lochinver, Sutherland, 27 July 1883 - Murdoch Macdonald"
"461",3,"1755","Sutherland, Lochinver","Donald Munro","Strathan","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_4741.html","Lochinver, Sutherland, 27 July 1883 - Donald Munro"
"462",3,"1758","Sutherland, Lochinver","Murdoch Kerr","Auchmelvich","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_9033.html","Lochinver, Sutherland, 27 July 1883 - Murdoch Kerr"
"463",3,"1762","Sutherland, Lochinver","Evander Mciver","Scourie","http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_2597.html","Lochinver, Sutherland, 27 July 1883 - Evander Mciver"
"464",3,"1772","Ross-shire, Ullapool","Kenneth Mackenzie, Duncan Mackenzie","Lots of Scoraig","http://napier-ross.blogspot.com/2011/07/ullapool-ross-shire-30-july-1883.html","Ullapool, 30 July 1883 - Kenneth & Duncan Mackenzie"
"465",3,"1777","Ross-shire, Ullapool","John Mciver","Scoraig","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-mciver.html","Ullapool, 30 July 1883 - John Mciver"
"466",3,"1780","Ross-shire, Ullapool","John Maclean","Altandu, Coigach","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-maclean.html","Ullapool, 30 July 1883 - John Maclean"
"467",3,"1786","Ross-shire, Ullapool","Duncan Mackenzie","Reef, Coigach","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-duncan-mackenzie.html","Ullapool, 30 July 1883 - Duncan Mackenzie"
"468",3,"1789","Ross-shire, Ullapool","Murdo Stewart","Achiltibuie","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-stewart.html","Ullapool, 30 July 1883 - Murdo Stewart"
"469",3,"1792","Ross-shire, Ullapool","Alexander Grant","","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-grant.html","Ullapool, 30 July 1883 - Alexander Grant"
"470",3,"1794","Ross-shire, Ullapool","Murdo Stewart","Achiltibuie","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-stewart.html","Ullapool, 30 July 1883 - Murdo Stewart"
"471",3,"1795","Ross-shire, Ullapool","John Fowler, CE","Braemore","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-fowler.html","Ullapool, 30 July 1883 - John Fowler"
"472",3,"1805","Ross-shire, Ullapool","Murdo Mcleod","Auchnahaird","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-mcleod.html","Ullapool, 30 July 1883 - Murdo Mcleod"
"473",3,"1807","Ross-shire, Ullapool","Alexander Mcleod, Murdo Shaw","Polban","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-mcleod.html","Ullapool, 30 July 1883 - Alexander Mcleod & Murdo Shaw"
"474",3,"1809","Ross-shire, Ullapool","Rev John Mcmillan","Loch Broom","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-rev-john-mcmillan.html","Ullapool, 30 July 1883 - Rev John Mcmillan"
"475",3,"1821","Ross-shire, Ullapool","William Gunn","","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-william-gunn.html","Ullapool, 30 July 1883 - William Gunn"
"476",3,"1831","Ross-shire, Ullapool","John Maclean, Murdo Stewart","","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-maclean_22.html","Ullapool, 30 July 1883 - John Maclean & Murdo Stewart"
"477",3,"1832","Ross-shire, Ullapool","John Mackenzie","Leckmelm","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-mackenzie.html","Ullapool, 30 July 1883 - John Mackenzie"
"478",3,"1836","Ross-shire, Ullapool","Alexander George Pirie","Leckmelm","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-g-pirie.html","Ullapool, 30 July 1883 - Alexander G. Pirie"
"479",3,"1843","Ross-shire, Ullapool","Alexander Mackenzie, Allan Mackenzie","Letters","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander.html","Ullapool, 30 July 1883 - Alexander Mackenzie & Allan Mackenzie"
"480",3,"1844","Ross-shire, Ullapool","Rev William Cameron","Lochbroom","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-william-cameron.html","Ullapool, 30 July 1883 - William Cameron"
"481",3,"1847","Ross-shire, Ullapool","Alexander Matheson","Ullapool","http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander_22.html","Ullapool, 30 July 1883 - Alexander Matheson"
"482",3,"1848","Ross-shire, Poolewe","Alexander Macgregor","Strath of Gairloch","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander.html","Poolewe, 31 July 1883 - Alexander Macgregor"
"483",3,"1849","Ross-shire, Poolewe","Alexander Mackenzie","Strath of Gairloch","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander_27.html","Poolewe, 31 July 1883 - Alexander Mackenzie"
"484",3,"1855","Ross-shire, Poolewe","Kenneth Mackenzie","South Eradale","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-kenneth-mackenzie.html","Poolewe, 31 July 1883 - Kenneth Mackenzie"
"485",3,"1858","Ross-shire, Poolewe","Malcolm Mackenzie","North Eradale","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-malcolm-mackenzie.html","Poolewe, 31 July 1883 - Malcolm Mackenzie"
"486",3,"1860","Ross-shire, Poolewe","Donald Mackenzie","Second Coast, Gruinard","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie.html","Poolewe, 31 July 1883 - Donald Mackenzie"
"487",3,"1863","Ross-shire, Poolewe","Alexander Mackenzie","Midtown, Inverasdale","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander_5352.html","Poolewe, 31 July 1883 - Alexander Mackenzie (Inverasdale)"
"488",3,"1868","Ross-shire, Poolewe","Donald Mackenzie","Gairloch Estate","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie.html","Poolewe, 31 July 1883 - Donald Mackenzie"
"489",3,"1876","Ross-shire, Poolewe","Charles Robertson","Achtercairn","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-charles-robertson.html","Poolewe, 31 July 1883 - Charles Robertson"
"490",3,"1881","Ross-shire, Poolewe","Rev Donald Dingwall","Poolewe","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-rev-donald.html","Poolewe, 31 July 1883 - Rev Donald Dingwall"
"491",3,"1885","Ross-shire, Poolewe","John Mackenzie","Laid","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-mackenzie.html","Poolewe, 31 July 1883 - John Mackenzie"
"492",3,"1887","Ross-shire, Poolewe","John Mclean","Sand, Gruinard","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-mclean.html","Poolewe, 31 July 1883 - John Mclean"
"493",3,"1888","Ross-shire, Poolewe","Osgood Henry Mackenzie","Inverewe","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-osgood-henry.html","Poolewe, 31 July 1883 - Osgood Henry Mackenzie"
"494",3,"1891","Ross-shire, Poolewe","Malcolm Mclennan, Kenneth Mclean","Melon Charles","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-malcolm-mclennan.html","Poolewe, 31 July 1883 - Malcolm Mclennan and Kenneth Mclean"
"495",3,"1893","Ross-shire, Poolewe","Donald Mackenzie","Gairloch Estate","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie_998.html","Poolewe, 31 July 1883 - Donald Mackenzie (Gairloch Estate manager)"
"496",3,"1894","Ross-shire, Poolewe","John Macdonald","Opinan","http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-macdonald.html","Poolewe, 31 July 1883 - John Macdonald"
"497",3,"1896","Ross-shire, Shieldaig","Kenneth Mackenzie","Shieldaig","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-kenneth.html","Shieldaig, 1 August 1883 - Kenneth Mackenzie"
"498",3,"1901","Ross-shire, Shieldaig","George Mackenzie","Fasag, Loch Torridon","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-george.html","Shieldaig, 1 August 1883 - George Mackenzie"
"499",3,"1905","Ross-shire, Shieldaig","Duncan Beaton","West Aligin","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-duncan-beaton.html","Shieldaig, 1 August 1883 - Duncan Beaton"
"500",3,"1908","Ross-shire, Shieldaig","Finlay Mcbeath","Deruner","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-finaly-mcbeath.html","Shieldaig, 1 August 1883 - Finlay Mcbeath"
"501",3,"1912","Ross-shire, Shieldaig","Donald Mclennan","Lochcarron Estate","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald_01.html","Shieldaig, 1 August 1883 - Donald Maclennan"
"502",3,"1915","Ross-shire, Shieldaig","John Mackenzie, Roderick Mcbeath","Annat","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-mackenzie_01.html","Shieldaig, 1 August 1883 - John Mackenzie & Roderick Mcbeath"
"503",3,"1920","Ross-shire, Shieldaig","Charles James Murray","Lochcarron","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-charles-james.html","Shieldaig, 1 August 1883 - Charles James Murray"
"504",3,"1920","Ross-shire, Shieldaig","Alexander Livingston","Fearnabeg","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-alexander.html","Shieldaig, 1 August 1883 - Alexander Livingston"
"505",3,"1922","Ross-shire, Shieldaig","Donald Macrae","Cuaig","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald-macrae.html","Shieldaig, 1 August 1883 - Donald Macrae"
"506",3,"1922","Ross-shire, Shieldaig","John Mclennan","Cuaig","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-maclennan.html","Shieldaig, 1 August 1883 - John Maclennan"
"507",3,"1923","Ross-shire, Shieldaig","John Mackenzie","Camastroil, Torridon","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-mackenzie.html","Shieldaig, 1 August 1883 - John Mackenzie"
"508",3,"1928","Ross-shire, Shieldaig","Donald Maclennan","Lochcarron Estate","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald.html","Shieldaig, 1 August 1883 - Donald Maclennan (recalled)"
"509",3,"1929","Ross-shire, Shieldaig","Duncan Maclean","Slumbae, Lochcarron","http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-duncan-maclean.html","Shieldaig, 1 August 1883 - Duncan Maclean"
"510",3,"1930","Ross-shire, Balmacara","Duncan Sinclair","Auchtertyre","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-sinclair_09.html","Balmacara, 2 August 1883 - Duncan Sinclair"
"511",3,"1937","Ross-shire, Balmacara","Kenneth Finlayson","Avernish","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-kenneth.html","Balmacara, 2 August 1883 - Kenneth Finlayson"
"512",3,"1941","Ross-shire, Balmacara","Farquhar Mcbeath","Kinnamoine","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-farquhar.html","Balmacara, 2 August 1883 - Farquhar Mcbeath"
"513",3,"1944","Ross-shire, Balmacara","Donald Mackenzie","Alt-na-stu","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-donald.html","Balmacara, 2 August 1883 - Donald Mackenzie"
"514",3,"1947","Ross-shire, Balmacara","Donald Matheson","Kirkton","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-donald-matheson.html","Balmacara, 2 August 1883 - Donald Matheson"
"515",3,"1957","Ross-shire, Balmacara","Duncan Mackay","Duirnish","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-mackay.html","Balmacara, 2 August 1883 - Duncan Mackay"
"516",3,"1966","Ross-shire, Balmacara","Duncan Macrae","Sallachy","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-macrae_09.html","Balmacara, 2 August 1883 - Duncan Macrae"
"517",3,"1969","Ross-shire, Balmacara","Roderick Macrae","Port-a-chullin","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-roderick-macrae.html","Balmacara, 2 August 1883 - Roderick Macrae"
"518",3,"1971","Ross-shire, Balmacara","Roderick Maclean","","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-roderick.html","Balmacara, 2 August 1883 - Roderick Maclean"
"519",3,"1983","Ross-shire, Balmacara","Sir Alexander Matheson","Lochalsh","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-sir-alexander.html","Balmacara, 2 August 1883 - Sir Alexander Matheson"
"520",3,"1984","Ross-shire, Balmacara","Duncan Macrae","Upper Ardelve","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-macrae.html","Balmacara, 2 August 1883 - Duncan Macrae"
"521",3,"1985","Ross-shire, Balmacara","Christopher Macpherson","Lower Ardelve","http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-christopher.html","Balmacara, 2 August 1883 - Christopher Mackenzie"
